Phrase n°,Temoin,dracula1.txt,dracula2.txt
7894,"Leurs mains n’ont pas défailli, car celles qu’ils aimaient les suppliaient de les tuer",=,=
7895,"C’est le devoir viril envers les aimées dans les jours d’épreuve atroce",=,=
7896,"Ah",=,=
7897,"mon très cher, si je dois mourir de la main de quelqu’un, que ce soit de la main de celui qui m’aime le plus",=,=
7898,"Docteur Van Helsing, je n’ai pas oublié que, lorsqu’il s’est agi de la pauvre Lucy, vous avez témoigné une véritable pitié à celui qui l’aimait – elle rougit fugitivement, s’arrêta, et modifia sa phrase -… à celui qui avait éminemment le droit de lui conférer la paix",=,=
7899,"S’il revient une heure comme celle-là, je compte sur vous pour que mon mari se souvienne avec douceur, sa vie durant, que c’est sa main aimante qui me libéra du joug d’horreur que je portais",=,=
7900,"– Je jure une fois encore",=,"— Je jure une fois encore"
7901,"dit la voix vibrante du professeur",=,=
7902,"Mrs Harker sourit, oui, sourit vraiment, et, retombant en arrière avec un soupir de soulagement, elle reprit :  – Et maintenant, pour vous mettre en garde, un dernier mot qu’il ne faudra jamais oublier : cette heure, si elle doit un jour venir, peut surgir rapide et inattendue ; dans ce cas, ne perdez pas de temps à guetter une occasion propice",=,"Mrs Harker sourit, oui, sourit vraiment, et, retombant en arrière avec un soupir de soulagement, elle reprit :  — Et maintenant, pour vous mettre en garde, un dernier mot qu’il ne faudra jamais oublier : cette heure, si elle doit un jour venir, peut surgir rapide et inattendue ; dans ce cas, ne perdez pas de temps à guetter une occasion propice"
7903,"Car à ce moment, je puis être… oui, si l’heure vient, je dois être alliée contre vous à votre ennemi",=,=
7904,"Une prière encore, dit-elle avec une grande solennité ; une prière moins vitale, moins urgente que l’autre, mais c’est une faveur que je vous demande de m’accorder si vous le voulez bien",=,=
7905,"Nous marquâmes notre accord, sans qu’un seul de nous eût dit un mot",=,=
7906,"Ce n’était pas nécessaire",=,=
7907,"– Je vous demande de lire maintenant l’office des morts",=,"— Je vous demande de lire maintenant l’office des morts"
7908,"Un sourd gémissement de son mari l’interrompit ; elle prit sa main et la posa sur son cœur tout en continuant :  – Vous le lirez un jour sur mon corps",=,"Un sourd gémissement de son mari l’interrompit ; elle prit sa main et la posa sur son coeur tout en continuant :  — Vous le lirez un jour sur mon corps"
7909,"Quelle que soit l’issue de cette terrible aventure, ce sera une douce pensée pour nous tous, pour plusieurs du moins",=,=
7910,"Mon chéri, c’est vous, j’espère, qui le lirez ; ainsi, c’est votre voix qui le gravera dans ma mémoire pour l’éternité – quoi qu’il arrive",=,=
7911,"– Mais, ma chérie, plaida-t-il, la mort est bien loin de vous",=,"— Mais, ma chérie, plaida-t-il, la mort est bien loin de vous"
7912,"– Non pas",=,"— Non pas"
7913,"dit-elle, levant la main en signe d’avertissement ; je suis en ce moment plus ensevelie dans la mort que si un sépulcre terrestre pesait sur moi",=,=
7914,"– Ma femme, dois-je vraiment lire",=,"— Ma femme, dois-je vraiment lire"
7915,"demanda-t-il avant de commencer",=,=
7916,"– Cela me fortifierait, mon époux, dit-elle, sans plus",=,"— Cela me fortifierait, mon époux, dit-elle, sans plus"
7917,"Et il se mit à lire lorsqu’elle lui eut tendu le livre",=,=
7918,"Comment pourrais-je… qui pourrait décrire cette scène étrange avec sa solennité, sa sombre tristesse, son horreur, et, malgré tout, sa douceur",=,=
7919,"Même un sceptique, qui ne voit qu’une parodie d’amère vérité dans tout ce qui est émotion sacrée, aurait senti son cœur se fondre devant ce petit groupe d’amis tendres et dévoués à genoux autour de cette femme accablée et souffrante, et en entendant la voix sensible, passionnée, de son mari tandis qu’en accents brisés par l’émotion et souvent entrecoupés, il lisait le simple et bel office des morts",=,"Même un sceptique, qui ne voit qu’une parodie d’amère vérité dans tout ce qui est émotion sacrée, aurait senti son coeur se fondre devant ce petit groupe d’amis tendres et dévoués à genoux autour de cette femme accablée et souffrante, et en entendant la voix sensible, passionnée, de son mari tandis qu’en accents brisés par l’émotion et souvent entrecoupés, il lisait le simple et bel office des morts"
7920,"– Je n’en puis plus… les mots et la voix me manquent…  Son instinct l’avait bien guidée… Si incroyable que cela puisse paraître, et nous en fûmes les premiers étonnés, ce moment nous réconforta puissamment",=,=
7921,"Et le silence qui nous prouva que Mrs Harker perdait de nouveau après la liberté de son âme, ne nous remplit pas du désespoir que nous avions redouté",=,=
7922,"Journal de Jonathan Harker     15 octobre, Varna   Nous avons quitté Charing Cross dans la matinée du 12, atteint Paris la même nuit et pris les places réservées pour nous dans l’Orient-Express",=,"Journal de Jonathan Harker      15 octobre, Varna     Nous avons quitté Charing Cross dans la matinée du 12, atteint Paris la même nuit et pris les places réservées pour nous dans l’Orient-Express"
7923,"Voyageant nuit et jour, nous sommes arrivés ici vers cinq heures",=,=
7924,"Lord Godalming s’est rendu au consulat, demander si aucun télégramme n’était arrivé pour nous, tandis que les autres s’installaient à l’hôtel, l’Odessus",=,=
7925,"Le voyage a pu comporter quelques incidents",=,=
7926,"J’étais trop pressé d’arriver pour en prendre souci",=,=
7927,"Jusqu’à ce que le Tsarine Catherine entre au port, rien dans le vaste monde n’aura pour moi le moindre intérêt",=,=
7928,"Grâce à Dieu, Mina est bien et semble être plus forte ; elle reprend des couleurs et dort beaucoup ; pendant le voyage, elle a dormi presque tout le temps",=,=
7929,"Mais aux moments qui précèdent l’aube et le crépuscule, elle est au contraire très éveillée et active",=,=
7930,"Ce sont les heures où Van Helsing a pris l’habitude de l’hypnotiser",=,=
7931,"Au début, il a éprouvé certaines difficultés et il a dû faire bien des passes ; mais à présent, elle semble céder sur-le-champ, comme par habitude, et c’est à peine s’il faut agir sur elle",=,=
7932,"À ces instants-là, il semble avoir toute autorité sur elle et ses pensées lui obéissent",=,=
7933,"Il lui demande invariablement ce qu’elle peut voir et entendre",=,=
7934,"Elle répond alors :  – Rien",=,"Elle répond alors :  — Rien"
7935,"Tout est noir",=,=
7936,"Puis :  – J’entends les vagues heurter le navire et l’eau qui se brise",=,"Puis :  — J’entends les vagues heurter le navire et l’eau qui se brise"
7937,"On tire des cordes, des voiles, les mâts grincent, et les vergues",=,=
7938,"Le vent est fort ; je l’entends dans les haubans et la proue fend l’écume",=,=
7939,"Le Tsarine Catherine est évidemment encore en mer se hâtant vers Varna",=,=
7940,"Lord Godalming rentre à l’instant avec quatre télégrammes envoyés de jour en jour depuis notre départ et tous nous donnant le même renseignement",=,=
7941,"Le Lloyd n’a été avisé du passage du Tsarine Catherine en quelque lieu que ce soit",=,=
7942,"Lord Godalming avait pris ses dispositions avant de quitter Londres afin que son agent lui télégraphie de jour en jour et lui dise si le navire avait été signalé quelque part",=,=
7943,"Nous avons dîné et nous nous sommes couchés tôt",=,=
7944,"Demain, nous devons voir le vice-consul et prendre nos dispositions, si c’est possible, pour monter à bord dès que le bateau arrivera",=,=
7945,"Notre chance serait, dit Van Helsing, que nous puissions le faire entre le lever et le coucher du soleil",=,=
7946,"Même sous la forme d’une chauve-souris, le comte ne peut traverser une eau courante par ses propres ressources",=,=
7947,"Il ne pourra donc quitter le navire",=,=
7948,"Comme il ne peut sans éveiller les soupçons – ce qu’évidemment il souhaite éviter – prendre la forme humaine, il lui faut rester dans son coffre",=,=
7949,"Si, par conséquent, nous pouvons monter à bord après le lever du soleil, il sera à notre merci, car nous pourrons ouvrir sa caisse et nous assurer de sa personne, comme on l’a fait pour la pauvre Lucy, avant qu’elle ne s’éveille",=,=
7950,"La pitié qu’il peut attendre de nous ne sera pas grand-chose",=,=
7951,"Grâce au ciel, la corruption peut tout dans ce pays, et nous avons beaucoup d’argent",=,=
7952,"Assurons-nous simplement que le bateau ne puisse accoster entre le coucher et le lever du soleil sans que nous en soyons avisés, et nous sommes sauvés",=,=
7953,"Le seigneur Portefeuille arrangera les choses, j’imagine      16 octobre   Mina signale toujours la même chose : des vagues clapotantes, de l’eau qui se brise, de l’obscurité et du vent en poupe",=,"Le seigneur Portefeuille arrangera les choses, j’imagine      16 octobre     Mina signale toujours la même chose : des vagues clapotantes, de l’eau qui se brise, de l’obscurité et du vent en poupe"
7954,"Nous sommes arrivés bien à temps, et les nouvelles du Tsarine Catherine nous trouveront prêts",=,=
7955,"Le bateau doit passer les Dardanelles",=,=
7956,"Nous sommes donc sûrs d’entendre parler de lui",=,=
7957,"17 octobre   Tout est fin prêt à présent, je pense, pour saluer le comte à son retour de voyage",=,"17 octobre     Tout est fin prêt à présent, je pense, pour saluer le comte à son retour de voyage"
7958,"En racontant aux affréteurs que la caisse devait contenir des objets volés à un de ses amis, Godalming a obtenu une demi-autorisation de l’ouvrir à ses risques et périls",=,=
7959,"L’armateur lui a remis un papier prescrivant au capitaine de lui accorder toute facilité pour agir à sa guise sur le bateau, et une autorisation analogue pour son agent de Varna",=,=
7960,"Nous avons vu cet agent, favorablement disposé par la courtoisie de Godalming à son égard, et nous sommes convaincus qu’il nous apportera toute l’aide qui sera en son pouvoir",=,=
7961,"Nous avons pris nos mesures pour le cas où nous parviendrions à ouvrir la caisse",=,=
7962,"Si le comte s’y trouve, Van Helsing et Seward lui couperont la tête tout en lui enfonçant un pieu dans le cœur",=,"Si le comte s’y trouve, Van Helsing et Seward lui couperont la tête tout en lui enfonçant un pieu dans le coeur"
7963,"Morris, Godalming et moi nous préviendrons toute intervention, même s’il nous faut faire usage des armes dont nous serons pourvus",=,=
7964,"Le professeur nous assure que le corps du comte, traité de la sorte, tombera aussitôt en poussière",=,=
7965,"En ce cas, rien ne témoignera contre nous si nous venions à être soupçonnés de meurtre",=,=
7966,"Même si la chose ne se produisait pas, nous assumerions les conséquences de notre acte et peut-être, un jour, ce cahier pourrait-il servir de preuve pour s’interposer entre l’un de nous et l’échafaud",=,=
7967,"Pour moi, je serai trop heureux de saisir l’occasion si elle se présente",=,=
7968,"Nous sommes décidés à remuer ciel et terre pour assurer notre succès",=,=
7969,"Nous nous sommes arrangés avec certains officiels afin d’être avertis par messager spécial dès que le Tsarine Catherine sera en vue",=,=
7970,"24 octobre   Toute une semaine d’attente",=,"24 octobre     Toute une semaine d’attente"
7971,"Un télégramme chaque jour pour Godalming, répétant la même histoire : « Aucune nouvelle encore",=,=
7972,"» La réponse de Mina pendant l’hypnose est invariablement : « Clapotis de vagues, coups d’eau, grincements de mâts",=,=
7973,"»      Télégramme de Rufus Smith, Lloyd, Londres    pour Lord Godalming,    aux bons soins de S",=,"»      Télégramme de Rufus Smith, Lloyd, Londres pour Lord Godalming, aux bons soins de S"
7974,"M",=,=
7975,"B",=,=
7976,"(8), vice-consul, Varna   « 24 octobre, Tsarine Catherine signalé ce matin aux Dardanelles",=,", vice-consul, Varna   « 24 octobre, Tsarine Catherine signalé ce matin aux Dardanelles"
7977,"»      Journal du Dr Seward     24 octobre   Combien je regrette de n’avoir pas mon phonographe",=,"»    [S"
7978,"Rien ne m’ennuie comme d’écrire mon journal à la plume, mais Van Helsing dit qu’il le faut",=,"M"
7979,"Nous avons eu un accès de folle agitation quand ce matin Godalming a reçu le télégramme du Lloyd",=,"B"
7980,"Je sais à présent ce que les soldats peuvent éprouver en entendant le signal de l’attaque",=,"signifie Sa Majesté britannique"
7981,"Seule de nous tous, Mrs Harker ne donne aucune marque d’émotion, car nous eûmes soin de lui laisser tout ignorer et de ne rien lui laisser voir de notre impatience",=,"(N"
7982,"Autrefois, j’en suis sûr, elle aurait tout remarqué, quelque peine que nous eussions prise pour dissimuler, mais, sous ce rapport, elle a beaucoup changé depuis les trois dernières semaines",=,"d"
7983,"Une léthargie s’étend sur elle ; quoiqu’elle semble forte et bien portante et qu’elle ait repris ses anciennes couleurs, Van Helsing et moi nous ne sommes pas satisfaits",=,"E"
7984,"Nous parlons souvent d’elle, sans du reste en rien dire aux autres",=,")]      Journal du Dr Seward      24 octobre     Combien je regrette de n’avoir pas mon phonographe"
7985,"Ce serait briser le cœur – et sûrement les nerfs – du pauvre Harker que de lui laisser deviner nos soupçons",=,"Rien ne m’ennuie comme d’écrire mon journal à la plume, mais Van Helsing dit qu’il le faut"
7986,"Van Helsing examine attentivement, me dit-il, ses dents tandis qu’elle est en état d’hypnose, assurant qu’aussi longtemps qu’elles ne deviennent pas plus aiguës, il n’y a pas danger urgent d’une transformation",=,"Nous avons eu un accès de folle agitation quand ce matin Godalming a reçu le télégramme du Lloyd"
7987,"Si cette transformation s’amorçait, il faudrait prendre des mesures",=,"Je sais à présent ce que les soldats peuvent éprouver en entendant le signal de l’attaque"
7988,"Nous savons ce qu’elles seraient, quoique nous n’échangions pas nos pensées à ce sujet",=,"Seule de nous tous, Mrs Harker ne donne aucune marque d’émotion, car nous eûmes soin de lui laisser tout ignorer et de ne rien lui laisser voir de notre impatience"
7989,"Aucun de nous ne reculera devant la tâche, si affreuse qu’elle puisse être",=,"Autrefois, j’en suis sûr, elle aurait tout remarqué, quelque peine que nous eussions prise pour dissimuler, mais, sous ce rapport, elle a beaucoup changé depuis les trois dernières semaines"
7990,"Euthanasie est un mot excellent et réconfortant",=,"Une léthargie s’étend sur elle ; quoiqu’elle semble forte et bien portante et qu’elle ait repris ses anciennes couleurs, Van Helsing et moi nous ne sommes pas satisfaits"
7991,"J’ai de la reconnaissance pour celui qui l’a inventé",=,"Nous parlons souvent d’elle, sans du reste en rien dire aux autres"
7992,"Il y a environ vingt-quatre heures de mer des Dardanelles jusqu’ici, à l’allure que le Tsarine Catherine a pratiquée depuis Londres",=,"Ce serait briser le coeur – et sûrement les nerfs – du pauvre Harker que de lui laisser deviner nos soupçons"
7993,"Le bateau devrait donc arriver demain matin ; comme ce ne peut être plus tôt, nous avons décidé de nous retirer et de nous lever à une heure afin d’être prêts",=,"Van Helsing examine attentivement, me dit-il, ses dents tandis qu’elle est en état d’hypnose, assurant qu’aussi longtemps qu’elles ne deviennent pas plus aiguës, il n’y a pas danger urgent d’une transformation"
7994,"25 octobre, midi   Aucune nouvelle de l’arrivée du bateau",=,"Si cette transformation s’amorçait, il faudrait prendre des mesures"
7995,"Le message de Mrs Harker au cours de la transe est le même que d’habitude, de telle sorte que nous pouvons apprendre quelque chose d’un moment à l’autre",=,"Nous savons ce qu’elles seraient, quoique nous n’échangions pas nos pensées à ce sujet"
7996,"Nous sommes dans la fièvre, à l’exception de Harker, qui reste calme",=,"Aucun de nous ne reculera devant la tâche, si affreuse qu’elle puisse être"
7997,"Ses mains sont d’un froid de glace et, tout à l’heure, je l’ai trouvé aiguisant le grand couteau gurkha qu’il ne quitte plus",=,"Euthanasie est un mot excellent et réconfortant"
7998,"Vilaine perspective pour le comte, la pointe de ce Kukri touchant sa gorge, et enfoncée par cette main résolue et glaciale",=,"J’ai de la reconnaissance pour celui qui l’a inventé"
7999,"Van Helsing et moi, nous sommes aujourd’hui quelque peu inquiets au sujet de Mrs Harker",=,"Il y a environ vingt-quatre heures de mer des Dardanelles jusqu’ici, à l’allure que le Tsarine Catherine a pratiquée depuis Londres"
8000,"Elle est tombée un peu avant midi dans une sorte de léthargie qui ne nous plaît pas : nous n’en avons rien dit aux autres, mais nous nous en attristons",=,"Le bateau devrait donc arriver demain matin ; comme ce ne peut être plus tôt, nous avons décidé de nous retirer et de nous lever à une heure afin d’être prêts"
8001,"Elle avait été très agitée toute la matinée, de telle sorte que nous fûmes d’abord contents de savoir qu’elle se reposait",=,"25 octobre, midi     Aucune nouvelle de l’arrivée du bateau"
8002,"Lorsque cependant son mari nous dit en passant qu’elle dormait si fort qu’il ne pouvait la réveiller, nous sommes entrés dans sa chambre pour en juger par nous-mêmes",=,"Le message de Mrs Harker au cours de la transe est le même que d’habitude, de telle sorte que nous pouvons apprendre quelque chose d’un moment à l’autre"
8003,"Elle respirait naturellement et semblait si bien, si paisible, que nous sommes tombés d’accord pour penser que rien ne pouvait lui être plus bienfaisant que le sommeil",=,"Nous sommes dans la fièvre, à l’exception de Harker, qui reste calme"
8004,"Pauvre petite, elle en a long à oublier",=,"Ses mains sont d’un froid de glace et, tout à l’heure, je l’ai trouvé aiguisant le grand couteau gurkha qu’il ne quitte plus"
8005,"Rien d’étonnant si le sommeil, qui le lui permet, lui est propice",=,"Vilaine perspective pour le comte, la pointe de ce Kukri touchant sa gorge, et enfoncée par cette main résolue et glaciale"
8006,"Plus tard  Notre sentiment était exact, car lorsqu’elle se réveilla après avoir dormi plusieurs heures, elle parut plus animée, mieux portante qu’elle n’a été depuis bien des jours",=,"Van Helsing et moi, nous sommes aujourd’hui quelque peu inquiets au sujet de Mrs Harker"
8007,"Au crépuscule, elle fit son habituel rapport sous hypnose",=,"Elle est tombée un peu avant midi dans une sorte de léthargie qui ne nous plaît pas : nous n’en avons rien dit aux autres, mais nous nous en attristons"
8008,"Où qu’il soit sur la mer Noire, le comte se hâte vers son but",=,"Elle avait été très agitée toute la matinée, de telle sorte que nous fûmes d’abord contents de savoir qu’elle se reposait"
8009,"Vers son jugement, oh",=,"Lorsque cependant son mari nous dit en passant qu’elle dormait si fort qu’il ne pouvait la réveiller, nous sommes entrés dans sa chambre pour en juger par nous-mêmes"
8010,"j’y compte bien",=,"Elle respirait naturellement et semblait si bien, si paisible, que nous sommes tombés d’accord pour penser que rien ne pouvait lui être plus bienfaisant que le sommeil"
8011,"26 octobre   Une journée encore sans nouvelles du Tsarine Catherine",=,"Pauvre petite, elle en a long à oublier"
8012,"Il devrait être ici à présent",=,"Rien d’étonnant si le sommeil, qui le lui permet, lui est propice"
8013,"Il navigue toujours quelque part, assurément, car Mrs Harker au cours de sa transe, à l’aube, a répété ce qu’elle dit chaque jour",=,"Plus tard  Notre sentiment était exact, car lorsqu’elle se réveilla après avoir dormi plusieurs heures, elle parut plus animée, mieux portante qu’elle n’a été depuis bien des jours"
8014,"Il est possible que le navire soit immobilisé momentanément par du brouillard",=,"Au crépuscule, elle fit son habituel rapport sous hypnose"
8015,"Quelques steamers arrivés hier soir ont signalé des îlots de brume à la fois au nord du port et au sud",=,"Où qu’il soit sur la mer Noire, le comte se hâte vers son but"
8016,"Nous devons poursuivre notre guet, car le bateau peut être annoncé d’un moment à l’autre",=,"Vers son jugement, oh"
8017,"27 octobre, midi   Étrange",=,"j’y compte bien"
8018,"Aucune nouvelle du navire attendu",=,"26 octobre     Une journée encore sans nouvelles du Tsarine Catherine"
8019,"Mrs Harker, hier soir et ce matin, a dit comme d’habitude : « Vagues clapotantes, coups d’eau », tout en ajoutant : « Les vagues sont très faibles",=,"Il devrait être ici à présent"
8020,"» Londres télégraphie invariablement : « Rien à signaler",=,"Il navigue toujours quelque part, assurément, car Mrs Harker au cours de sa transe, à l’aube, a répété ce qu’elle dit chaque jour"
8021,"» Van Helsing, terriblement inquiet, vient de me dire qu’il redoute à présent que le comte nous ait échappé",=,"Il est possible que le navire soit immobilisé momentanément par du brouillard"
8022,"Il ajouta avec intention :  – Je n’aime pas cette léthargie de madame Mina",=,"Quelques steamers arrivés hier soir ont signalé des îlots de brume à la fois au nord du port et au sud"
8023,"Les âmes et les souvenirs peuvent faire d’étranges choses en cours d’hypnose",=,"Nous devons poursuivre notre guet, car le bateau peut être annoncé d’un moment à l’autre"
8024,"J’étais sur le point de lui demander davantage quand, d’un signe de la main, il m’avertit de me taire, car Harker entrait",=,"27 octobre, midi     Étrange"
8025,"Nous essayerons ce soir d’obtenir que Mrs Harker nous en dise plus long au cours de la transe",=,"Aucune nouvelle du navire attendu"
8026,"Télégramme de Rufus Smith, Londres,    à Lord Godalming    aux soins de S",=,"Mrs Harker, hier soir et ce matin, a dit comme d’habitude : « Vagues clapotantes, coups d’eau », tout en ajoutant : « Les vagues sont très faibles"
8027,"M",=,"» Londres télégraphie invariablement : « Rien à signaler"
8028,"B",=,"» Van Helsing, terriblement inquiet, vient de me dire qu’il redoute à présent que le comte nous ait échappé"
8029,", vice-consul, Varna   « 28 octobre, Tsarine Catherine signalé à l’entrée du port de Galatz aujourd’hui à une heure",=,"Il ajouta avec intention :  — Je n’aime pas cette léthargie de madame Mina"
8030,"»      Journal du Dr Seward     28 octobre   Quand nous parvint ce télégramme annonçant l’arrivée du navire à Galatz, le choc fut pour nous moins violent qu’on aurait pu le croire",=,"Les âmes et les souvenirs peuvent faire d’étranges choses en cours d’hypnose"
8031,"Sans savoir d’où, ni quand, ni comment, viendrait le coup, nous nous attendions à quelque chose de surprenant",=,"J’étais sur le point de lui demander davantage quand, d’un signe de la main, il m’avertit de me taire, car Harker entrait"
8032,"Le retard de son arrivée à Varna avait convaincu chacun de nous que les événements ne se dérouleraient pas exactement comme nous l’avions prévu",=,"Nous essayerons ce soir d’obtenir que Mrs Harker nous en dise plus long au cours de la transe"
8033,"Il nous restait simplement à apprendre sur quel point se ferait la déviation",=,"Télégramme de Rufus Smith, Londres, à Lord Godalming aux soins de S"
8034,"Ce fut néanmoins une surprise",=,"M"
8035,"La nature, je suppose, compte sur ce fond d’espérance qui nous fait croire malgré nous-mêmes que les choses seront comme elles devaient être et non comme nous savons qu’elles seront",=,"B"
8036,"Le transcendantalisme est un fanal pour les anges, même si ce n’est qu’une allumette pour l’homme",=,", vice-consul, Varna     « 28 octobre, Tsarine Catherine signalé à l’entrée du port de Galatz aujourd’hui à une heure"
8037,"Ce fut une étrange expérience où chacun de nous réagit à sa façon",=,"»      Journal du Dr Seward      28 octobre     Quand nous parvint ce télégramme annonçant l’arrivée du navire à Galatz, le choc fut pour nous moins violent qu’on aurait pu le croire"
8038,"Van Helsing leva les bras au ciel comme pour s’expliquer avec le Tout-Puissant mais sans dire un mot, et, un instant après, il se ressaisit, le visage calme",=,"Sans savoir d’où, ni quand, ni comment, viendrait le coup, nous nous attendions à quelque chose de surprenant"
8039,"Lord Godalming devint très pâle et s’assit, la respiration entrecoupée",=,"Le retard de son arrivée à Varna avait convaincu chacun de nous que les événements ne se dérouleraient pas exactement comme nous l’avions prévu"
8040,"J’étais à demi étourdi, mon regard allait de l’un à l’autre",=,"Il nous restait simplement à apprendre sur quel point se ferait la déviation"
8041,"Quincey Morris resserra sa ceinture de ce mouvement rapide que je connais si bien ; au temps de nos excursions et de nos chasses, cela signifiait : « Il faut agir",=,"Ce fut néanmoins une surprise"
8042,"» Mrs Harker devint pâle comme une morte, et la balafre sur son front parut brûlante, mais elle joignit doucement les mains comme si elle priait",=,"La nature, je suppose, compte sur ce fond d’espérance qui nous fait croire malgré nous-mêmes que les choses seront comme elles devaient être et non comme nous savons qu’elles seront"
8043,"Harker souriait, oui, il souriait du sombre sourire amer de celui qui n’espère plus rien ; mais en même temps ce sourire démentait ses paroles, car ses mains cherchaient d’instinct la poignée de son grand couteau Kukri et s’y cramponnaient",=,"Le transcendantalisme est un fanal pour les anges, même si ce n’est qu’une allumette pour l’homme"
8044,"– Quand part le prochain train pour Galatz",=,"Ce fut une étrange expérience où chacun de nous réagit à sa façon"
8045,"demanda Van Helsing à la cantonade",=,"Van Helsing leva les bras au ciel comme pour s’expliquer avec le Tout-Puissant mais sans dire un mot, et, un instant après, il se ressaisit, le visage calme"
8046,"– À 6 h 30, demain matin",=,"Lord Godalming devint très pâle et s’assit, la respiration entrecoupée"
8047,"Nous sursautâmes, car la réponse venait de Mrs Harker",=,"J’étais à demi étourdi, mon regard allait de l’un à l’autre"
8048,"– Comment, bon Dieu, le savez-vous",=,"Quincey Morris resserra sa ceinture de ce mouvement rapide que je connais si bien ; au temps de nos excursions et de nos chasses, cela signifiait : « Il faut agir"
8049,"demanda Art",=,"» Mrs Harker devint pâle comme une morte, et la balafre sur son front parut brûlante, mais elle joignit doucement les mains comme si elle priait"
8050,"– Vous oubliez – ou peut-être vous n’avez jamais su -que j’ai la passion des trains",=,"Harker souriait, oui, il souriait du sombre sourire amer de celui qui n’espère plus rien ; mais en même temps ce sourire démentait ses paroles, car ses mains cherchaient d’instinct la poignée de son grand couteau Kukri et s’y cramponnaient"
8051,"Chez nous, à Exeter, j’avais pris l’habitude d’étudier les horaires afin d’aider mon mari",=,"— Quand part le prochain train pour Galatz"
8052,"Cela me parut souvent si utile que je continue à le faire",=,"demanda Van Helsing à la cantonade"
8053,"Je savais que si nous étions obligés d’aller au château de Dracula, nous devrions passer par Galatz ou en tout cas par Bucarest, et c’est pourquoi j’ai appris soigneusement les horaires",=,"— À 6 h 30, demain matin"
8054,"Il n’y a malheureusement pas grand-chose à apprendre, car le seul train, demain, part à l’heure que j’ai dite",=,"Nous sursautâmes, car la réponse venait de Mrs Harker"
8055,"– Quelle femme étonnante",=,"— Comment, bon Dieu, le savez-vous"
8056,"murmura le professeur",=,"demanda Art"
8057,"– Ne pourrions-nous faire chauffer un train spécial",=,"— Vous oubliez – ou peut-être vous n’avez jamais su -que j’ai la passion des trains"
8058,"demanda Lord Godalming",=,"Chez nous, à Exeter, j’avais pris l’habitude d’étudier les horaires afin d’aider mon mari"
8059,"Van Helsing secoua la tête",=,"Cela me parut souvent si utile que je continue à le faire"
8060,"– J’ai peur que non",=,"Je savais que si nous étions obligés d’aller au château de Dracula, nous devrions passer par Galatz ou en tout cas par Bucarest, et c’est pourquoi j’ai appris soigneusement les horaires"
8061,"Ce pays ne ressemble ni au vôtre ni au mien",=,"Il n’y a malheureusement pas grand-chose à apprendre, car le seul train, demain, part à l’heure que j’ai dite"
8062,"Si même nous avions un train spécial, il n’arriverait probablement pas avant l’autre",=,"— Quelle femme étonnante"
8063,"Sans compter que nous avons des préparatifs à faire",=,"murmura le professeur"
8064,"Il nous faut réfléchir et nous organiser",=,"— Ne pourrions-nous faire chauffer un train spécial"
8065,"Ami Arthur, allez à la gare, prenez les billets et arrangez tout afin que nous soyons prêts à partir demain matin",=,"demanda Lord Godalming"
8066,"Ami Jonathan, allez au bureau maritime et obtenez de ce bureau des lettres pour son agent de Galatz, avec le droit de faire enquête sur le bateau, exactement comme nous l’avions ici à Varna",=,"Van Helsing secoua la tête"
8067,"Quincey Morris, allez trouver le vice-consul et obtenez son appui auprès de son collègue de Galatz afin qu’il aplanisse notre route et que nous ne perdions pas de temps une fois que nous serons sur le Danube",=,"— J’ai peur que non"
8068,"John restera avec madame Mina et moi pour délibérer",=,"Ce pays ne ressemble ni au vôtre ni au mien"
8069,"Car vous pourrez être retenus",=,"Si même nous avions un train spécial, il n’arriverait probablement pas avant l’autre"
8070,"Peu importe le moment du crépuscule, puisque je suis ici auprès de madame Mina",=,"Sans compter que nous avons des préparatifs à faire"
8071,"– Et moi, dit-elle gaiement, plus semblable à son ancienne personnalité qu’elle ne l’avait été depuis longtemps, j’essayerai de vous aider de diverses manières en pensant et en écrivant pour vous comme j’en avais l’habitude",=,"Il nous faut réfléchir et nous organiser"
8072,"Quelque chose en moi se modifie étrangement, et je me sens plus libre que je ne l’ai été depuis longtemps",=,"Ami Arthur, allez à la gare, prenez les billets et arrangez tout afin que nous soyons prêts à partir demain matin"
8073,"Le visage des trois jeunes hommes s’éclaira dès qu’ils crurent comprendre ce que signifiaient ces mots",=,"Ami Jonathan, allez au bureau maritime et obtenez de ce bureau des lettres pour son agent de Galatz, avec le droit de faire enquête sur le bateau, exactement comme nous l’avions ici à Varna"
8074,"Mais Van Helsing et moi échangeâmes un regard sérieux et inquiet",=,"Quincey Morris, allez trouver le vice-consul et obtenez son appui auprès de son collègue de Galatz afin qu’il aplanisse notre route et que nous ne perdions pas de temps une fois que nous serons sur le Danube"
8075,"Sur le moment, nous ne fîmes cependant aucun commentaire",=,"John restera avec madame Mina et moi pour délibérer"
8076,"Lorsque le trio fut parti accomplir sa mission, Van Helsing pria Mrs Harker d’examiner les exemplaires des journaux et de prendre pour lui celui que Harker avait tenu pendant son séjour au château",=,"Car vous pourrez être retenus"
8077,"Elle nous quitta",=,"Peu importe le moment du crépuscule, puisque je suis ici auprès de madame Mina"
